category,text,tokenNumber,name,extraction,field,manualReview,imagePath
inspect_text,drifella chart painting,2422,drifella 2 #2422,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H2C89PLEFBoL4YWe5ASMncKgbK6wZpKFZLkvBo449Jz1/image.png
item_enemy_prop_name,negative saturn scuffed,3323,drifella 2 #3323,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GyDDiPLaY2XmfmkEQv2LGexWXpo6NFPzbo7UGV8g25kC/image.png
item_enemy_prop_name,sony hat princess diana,8589,drifella 2 #8589,metadata,91head,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gx3dT5cDAxDX3D7ZptrsGnhi4odzX49mn1NoXJBMyjjV/image.png
item_enemy_prop_name,devil world raf simmons,643,drifella 2 #643,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GrnP6yWq1qFJ8CZkCn3JmayCpcgNuyiP485pmBzRmEik/image.png
item_enemy_prop_name,meyomme dratini drawing,5345,drifella 2 #5345,metadata,92left,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GVKNgcLatCHvCEVkPMmFVD3NxqLfUQCR2pyZbZ9cuAAH/image.png
item_enemy_prop_name,chrome hearts mousetrap,5195,drifella 2 #5195,metadata,92left,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GR5hiEHQ8nRbRRB7dGKUrh2seQFf9L9DUgz9VezMAJ5H/image.png
item_enemy_prop_name,vetements kanye hoodie,3735,drifella 2 #3735,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HHNufmLs1g8YAptrrnQwjChct8cu7M8XbijAmTzDDJit/image.png
item_enemy_prop_name,knit cat ear balaclava,1273,drifella 2 #1273,metadata,91head,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HJ7e2FC5DQ6Rz4UxDQYyoV7MRZsJ4yLiy8XZiTH779Nj/image.png
item_enemy_prop_name,nikolai fechin glasses,3303,drifella 2 #3303,metadata,9eyes,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HFmqLSgPT6Gsvwe9doQXkunWSPCjvADotqgthc642z2i/image.png
npc_bark,frazetta death dealers,8417,drifella 2 #8417,metadata,2background+,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEJVz74sRso9dwQZPg91K1Ka8FTJ2s3w3HN4DfsV33oZ/image.png
item_enemy_prop_name,abstract pastel sketch,8417,drifella 2 #8417,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEJVz74sRso9dwQZPg91K1Ka8FTJ2s3w3HN4DfsV33oZ/image.png
npc_bark,explosion sprite sheet,8669,drifella 2 #8669,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HC4G2FXKT7Shdp8eaKDCF3kUuaKojiPCNzCoUspFQ3W6/image.png
item_enemy_prop_name,wrapped dratini sketch,4760,drifella 2 #4760,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GyMficsBruzPPSGLiCk6Q4U1GU5oqRG7c9kiHjFEm9N6/image.png
npc_bark,frazetta self portrait,5396,drifella 2 #5396,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GpTZqEfGJXtxrnLwd4Kdfag19knVULDKxKqstCTnc4Xw/image.png
item_enemy_prop_name,red pinnk white sketch,7208,drifella 2 #7208,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GpQv24b57YKMewB3opE913qGA2JGQiQktxaiD65StZMN/image.png
npc_bark,you've been liquidated,7185,drifella 2 #7185,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GpLqkm2fE8sgVaNnvdHtyxfsUdBBi5zvZUD45rbro4nD/image.png
item_enemy_prop_name,marker pixel bastard 2,726,drifella 2 #726,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gmo8hAErTV4L7PAb8foeoMfRsdjPs8pC6RSmkJRVa1pd/image.png
item_enemy_prop_name,the fool rock negative,1743,drifella 2 #1743,metadata,92left,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GhdqiizwBrK7J9y7uSapdZYqNxXT8yMMqj4fDa3W5baa/image.png
npc_bark,shadow wizard in hotel,3555,drifella 2 #3555,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GeTzveDRUBc5VYZPzonMB6kjhWzKG5fX83iiMsvtCbeP/image.png
item_enemy_prop_name,lofi distroyed sketch,9726,drifella 2 #9726,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HF5sm3CwJBHaBvcUPjNNdNDzmtEzndHTy4Lbj9VLAxSq/image.png
item_enemy_prop_name,thick goth lola bunny,4570,drifella 2 #4570,metadata,93right,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HF7UDg6Trhsh3SDwaY3eE7yG9ki1AHHToLYgPRcftYXo/image.png
npc_bark,hieronymus bosch meme,1849,drifella 2 #1849,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEgvKBiWruNg6H14hjULR8VijLNKaBgJdd6kKaXJZxDx/image.png
npc_bark,this doesnt bode well,6100,drifella 2 #6100,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HDffgKdvjCR9cCHg3YrcFXGSr18VSXMobaRp1bNGgPEF/image.png
item_enemy_prop_name,leather demon bat hat,1908,drifella 2 #1908,metadata,91head,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HDDFJCBGTtLNdoRYDpZ7ZhCBQEKQsyUfKLuEq5aVSkUc/image.png
item_enemy_prop_name,ballistic hockey mask,3255,drifella 2 #3255,metadata,91head,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HCkqrUGpMTWGAGoUWfhhqBM9SH7ZNKHW4oRi5xL5Xuig/image.png
npc_bark,giratina at mcdonalds,134,drifella 2 #134,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HBNXEoUR6PadXzbZBBMe3rExf2TgFRYwfwceJQ6xooRi/image.png
item_enemy_prop_name,i feel like dying hat,3353,drifella 2 #3353,metadata,91head,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HB4HUBNamY3ErukqLKuWhmoxVMLKjnxW9mnh84hooDyw/image.png
item_enemy_prop_name,jesus vhs 911 edition,3616,drifella 2 #3616,metadata,92left,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H7EQ1ZmrhUPxofBqcP9aFgeA99U9fKWzPWRVn3qbD5xJ/image.png
item_enemy_prop_name,abstract light sketch,9897,drifella 2 #9897,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H72Vm7fCoLcXLuobXZmCaBfGTzyrUhDPbZURAr9kSHA1/image.png
npc_bark,perfect blue bathroom,7347,drifella 2 #7347,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H3bBYLk4ZGnDe8ZCmEX3KdrUfFhRPmWbxNe7v8jaNqbV/image.png
